Stats	Cluster	Marker	Method	p_val_adj
0.302206097	15: CD8 CTL	RTF1	FindMarkers	4.76E-75
0.266662375	15: CD8 CTL	VCP	FindMarkers	9.15E-75
0.269380733	15: CD8 CTL	BECN1	FindMarkers	1.22E-74
0.297081539	15: CD8 CTL	DNAJC8	FindMarkers	1.29E-74
0.291230266	15: CD8 CTL	KPNB1	FindMarkers	2.00E-74
0.277314642	15: CD8 CTL	UBXN4	FindMarkers	2.30E-74
0.272298602	15: CD8 CTL	ATP5MPL	FindMarkers	2.80E-74
0.280419602	15: CD8 CTL	TMC6	FindMarkers	8.96E-74
0.277983259	15: CD8 CTL	ANXA6	FindMarkers	9.84E-74
0.269735561	15: CD8 CTL	SF3B6	FindMarkers	1.24E-73
0.281076751	15: CD8 CTL	PRPF38B	FindMarkers	2.12E-73
0.284074909	15: CD8 CTL	LSM8	FindMarkers	2.27E-73
0.269813776	15: CD8 CTL	PGLS	FindMarkers	3.58E-73
0.258433679	15: CD8 CTL	ARHGAP25	FindMarkers	3.99E-73
0.252806008	15: CD8 CTL	MEAF6	FindMarkers	6.15E-73
0.295335273	15: CD8 CTL	NDUFS8	FindMarkers	6.65E-73
0.252917671	15: CD8 CTL	PSMB6	FindMarkers	9.58E-73
0.321152417	15: CD8 CTL	PSMB4	FindMarkers	1.01E-72
0.272376287	15: CD8 CTL	JOSD2	FindMarkers	1.29E-72
0.286194057	15: CD8 CTL	RNF187	FindMarkers	1.33E-72
0.316667427	15: CD8 CTL	RNASEH2B	FindMarkers	2.15E-72
0.31258317	15: CD8 CTL	OPTN	FindMarkers	5.17E-72
0.281061392	15: CD8 CTL	HP1BP3	FindMarkers	5.26E-72
0.288204	15: CD8 CTL	PPM1G	FindMarkers	7.31E-72
0.296720636	15: CD8 CTL	NDUFS2	FindMarkers	1.21E-71
0.285724286	15: CD8 CTL	MAT2B	FindMarkers	1.77E-71
0.273961194	15: CD8 CTL	DDA1	FindMarkers	5.08E-71
0.314119315	15: CD8 CTL	IFI6	FindMarkers	7.21E-71
0.281829589	15: CD8 CTL	NAPA	FindMarkers	1.06E-70
0.26845874	15: CD8 CTL	PHB2	FindMarkers	1.15E-70
0.295968067	15: CD8 CTL	IRF2	FindMarkers	7.67E-70
0.287220568	15: CD8 CTL	PARP1	FindMarkers	3.36E-69
0.272413251	15: CD8 CTL	XRN2	FindMarkers	6.74E-69
0.265475945	15: CD8 CTL	RBX1	FindMarkers	8.49E-69
0.291407257	15: CD8 CTL	BTG3	FindMarkers	1.07E-68
0.257264335	15: CD8 CTL	NAP1L1	FindMarkers	2.17E-68
0.262722297	15: CD8 CTL	N4BP2L2	FindMarkers	5.53E-68
0.274958357	15: CD8 CTL	MAP7D1	FindMarkers	4.00E-67
0.256540413	15: CD8 CTL	CSNK1D	FindMarkers	6.77E-67
0.272060132	15: CD8 CTL	TMUB1	FindMarkers	1.92E-66
0.271889952	15: CD8 CTL	HNRNPR	FindMarkers	3.68E-66
0.272404397	15: CD8 CTL	LAMTOR5	FindMarkers	3.95E-66
0.253312691	15: CD8 CTL	SF3B2	FindMarkers	7.42E-66
0.289245938	15: CD8 CTL	PSMF1	FindMarkers	8.56E-66
0.254291453	15: CD8 CTL	DHX36	FindMarkers	1.06E-65
0.278495053	15: CD8 CTL	DNM2	FindMarkers	1.43E-65
0.257709748	15: CD8 CTL	ATP5PD	FindMarkers	1.51E-65
0.252892325	15: CD8 CTL	TOX4	FindMarkers	2.52E-65
0.283678932	15: CD8 CTL	SLTM	FindMarkers	4.55E-65
0.273530783	15: CD8 CTL	CCDC88C	FindMarkers	1.67E-64
0.331014605	15: CD8 CTL	HINT2	FindMarkers	1.72E-64
0.285183892	15: CD8 CTL	NUDT21	FindMarkers	1.82E-64
0.261614999	15: CD8 CTL	PPP2R1A	FindMarkers	3.64E-64
0.277305013	15: CD8 CTL	ATP5ME	FindMarkers	9.90E-64
0.305686333	15: CD8 CTL	SPAG7	FindMarkers	1.19E-63
0.253085507	15: CD8 CTL	EPB41	FindMarkers	1.75E-63
0.30824467	15: CD8 CTL	IFI35	FindMarkers	3.75E-63
0.287057685	15: CD8 CTL	DGCR6L	FindMarkers	6.12E-63
0.293546273	15: CD8 CTL	PSMB2	FindMarkers	1.19E-62
0.323298449	15: CD8 CTL	YPEL3	FindMarkers	1.37E-62
0.291918813	15: CD8 CTL	TXNL1	FindMarkers	2.11E-62
0.259575079	15: CD8 CTL	SNRPF	FindMarkers	3.48E-62
0.288148183	15: CD8 CTL	MLF2	FindMarkers	4.54E-62
0.272708257	15: CD8 CTL	BRD2	FindMarkers	4.72E-62
0.29558704	15: CD8 CTL	NDUFB3	FindMarkers	2.53E-61
0.279456086	15: CD8 CTL	NDUFA2	FindMarkers	3.36E-61
0.25574567	15: CD8 CTL	EIF4E2	FindMarkers	7.51E-61
0.254402004	15: CD8 CTL	SNRNP200	FindMarkers	2.94E-60
0.302571052	15: CD8 CTL	NEAT1	FindMarkers	3.18E-60
0.261013494	15: CD8 CTL	PRKAR1A	FindMarkers	3.35E-60
0.265072181	15: CD8 CTL	NOSIP	FindMarkers	4.63E-60
0.272862694	15: CD8 CTL	SS18L2	FindMarkers	7.41E-60
0.272018181	15: CD8 CTL	SPSB3	FindMarkers	1.03E-59
0.260208796	15: CD8 CTL	IK	FindMarkers	1.84E-59
0.273872113	15: CD8 CTL	PUF60	FindMarkers	2.00E-59
0.268560815	15: CD8 CTL	UQCRC2	FindMarkers	3.75E-59
0.25774105	15: CD8 CTL	ZC3H15	FindMarkers	4.03E-59
0.280568211	15: CD8 CTL	YY1	FindMarkers	4.51E-59
0.263817959	15: CD8 CTL	KIF5B	FindMarkers	4.78E-59
0.283240623	15: CD8 CTL	GSPT1	FindMarkers	1.00E-58
0.335673948	15: CD8 CTL	MAP2K2	FindMarkers	1.11E-58
0.268550878	15: CD8 CTL	SEPHS2	FindMarkers	3.73E-58
0.260039283	15: CD8 CTL	GID8	FindMarkers	2.17E-57
0.294195272	15: CD8 CTL	YARS	FindMarkers	4.41E-57
0.421587875	15: CD8 CTL	PTPRCAP	FindMarkers	5.00E-57
0.262483602	15: CD8 CTL	FBXO7	FindMarkers	5.27E-57
0.36647508	15: CD8 CTL	LITAF	FindMarkers	1.28E-56
0.296607097	15: CD8 CTL	PSMD13	FindMarkers	2.74E-56
0.287366229	15: CD8 CTL	NARF	FindMarkers	4.66E-56
0.278444581	15: CD8 CTL	CD2BP2	FindMarkers	5.72E-56
0.276508738	15: CD8 CTL	FAAP20	FindMarkers	2.95E-55
0.271546184	15: CD8 CTL	ARIH2	FindMarkers	3.31E-55
0.276561252	15: CD8 CTL	VPS37B	FindMarkers	7.46E-55
0.253752736	15: CD8 CTL	LAMTOR1	FindMarkers	1.83E-54
0.252640601	15: CD8 CTL	GTF3C6	FindMarkers	2.46E-54
0.263153224	15: CD8 CTL	TAF15	FindMarkers	1.37E-53
0.27548597	15: CD8 CTL	PPP1R7	FindMarkers	1.96E-53
0.261119957	15: CD8 CTL	RNF10	FindMarkers	2.72E-53
0.267198653	15: CD8 CTL	DGUOK	FindMarkers	2.97E-53
0.276034842	15: CD8 CTL	TXN2	FindMarkers	3.40E-53
0.355149152	15: CD8 CTL	LIME1	FindMarkers	3.44E-52
0.262880504	15: CD8 CTL	DDX6	FindMarkers	4.01E-52
0.318464935	15: CD8 CTL	SRRT	FindMarkers	4.62E-52
0.251404435	15: CD8 CTL	CCAR1	FindMarkers	6.51E-52
0.25311033	15: CD8 CTL	OVCA2	FindMarkers	5.99E-51
0.253649894	15: CD8 CTL	SEMA4D	FindMarkers	7.50E-51
0.271260508	15: CD8 CTL	FBXW5	FindMarkers	1.22E-50
0.263328405	15: CD8 CTL	CLPP	FindMarkers	3.21E-50
0.274802047	15: CD8 CTL	MRPS36	FindMarkers	4.94E-50
0.267557046	15: CD8 CTL	RPS19BP1	FindMarkers	5.62E-49
0.269186446	15: CD8 CTL	PSMD4	FindMarkers	1.22E-48
0.29458686	15: CD8 CTL	NRDC	FindMarkers	4.01E-48
0.290504109	15: CD8 CTL	TRABD	FindMarkers	4.62E-48
0.257333843	15: CD8 CTL	DDX46	FindMarkers	7.48E-48
0.288125328	15: CD8 CTL	DDRGK1	FindMarkers	2.30E-47
0.2737269	15: CD8 CTL	NUCB1	FindMarkers	2.88E-47
0.291568279	15: CD8 CTL	GLG1	FindMarkers	7.03E-46
0.264632213	15: CD8 CTL	CHMP2A	FindMarkers	5.24E-45
0.262459924	15: CD8 CTL	TXNDC17	FindMarkers	6.57E-45
0.382561071	15: CD8 CTL	PRDM1	FindMarkers	1.05E-44
0.280097758	15: CD8 CTL	UBL7	FindMarkers	1.01E-43
0.276742765	15: CD8 CTL	PIH1D1	FindMarkers	1.11E-43
0.267562331	15: CD8 CTL	PLA2G16	FindMarkers	7.82E-43
0.270767696	15: CD8 CTL	NUCB2	FindMarkers	7.30E-42
0.256123743	15: CD8 CTL	ADRM1	FindMarkers	7.46E-42
0.272722362	15: CD8 CTL	LRP10	FindMarkers	1.26E-39
0.256920433	15: CD8 CTL	CUEDC2	FindMarkers	1.15E-38
0.250372057	15: CD8 CTL	VPS25	FindMarkers	1.32E-37
0.292567023	15: CD8 CTL	H1FX	FindMarkers	1.46E-37
0.268446166	15: CD8 CTL	CAPN2	FindMarkers	4.08E-37
0.267537057	15: CD8 CTL	TOP1	FindMarkers	5.96E-35
0.260265	15: CD8 CTL	NUDT22	FindMarkers	5.94E-24
0.260293395	15: CD8 CTL	WBP1	FindMarkers	3.58E-22
0.293950654	15: CD8 CTL	DUSP5	FindMarkers	4.00E-15
0.266971189	15: CD8 CTL	IL2RG	FindMarkers	3.81E-14
2.598778406	16: Cycling T	STMN1	FindMarkers	0.00E+00
2.280166845	16: Cycling T	HIST1H4C	FindMarkers	0.00E+00
2.274029128	16: Cycling T	TUBA1B	FindMarkers	0.00E+00
2.265441425	16: Cycling T	HMGB2	FindMarkers	0.00E+00
2.071000892	16: Cycling T	TUBB	FindMarkers	0.00E+00
2.04325043	16: Cycling T	HMGN2	FindMarkers	0.00E+00
1.978630502	16: Cycling T	TYMS	FindMarkers	0.00E+00
1.77610589	16: Cycling T	H2AFZ	FindMarkers	0.00E+00
1.752153358	16: Cycling T	UBE2C	FindMarkers	0.00E+00
1.653675911	16: Cycling T	MKI67	FindMarkers	0.00E+00
1.583805626	16: Cycling T	HMGB1	FindMarkers	0.00E+00
1.465594532	16: Cycling T	GNLY	FindMarkers	0.00E+00
1.462586891	16: Cycling T	GAPDH	FindMarkers	0.00E+00
1.443169925	16: Cycling T	H2AFV	FindMarkers	0.00E+00
1.437735334	16: Cycling T	FABP5	FindMarkers	0.00E+00
1.403772416	16: Cycling T	CENPF	FindMarkers	0.00E+00
1.380521372	16: Cycling T	DUT	FindMarkers	0.00E+00
1.373899591	16: Cycling T	COTL1	FindMarkers	0.00E+00
1.337039417	16: Cycling T	NUSAP1	FindMarkers	0.00E+00
1.306077342	16: Cycling T	TOP2A	FindMarkers	0.00E+00
1.279866153	16: Cycling T	PTTG1	FindMarkers	0.00E+00
1.268351672	16: Cycling T	GZMB	FindMarkers	0.00E+00
1.222574319	16: Cycling T	PFN1	FindMarkers	0.00E+00
1.221627377	16: Cycling T	H2AFX	FindMarkers	0.00E+00
1.210225219	16: Cycling T	SLC25A5	FindMarkers	0.00E+00
1.204764024	16: Cycling T	RAN	FindMarkers	0.00E+00
1.203888548	16: Cycling T	SMC4	FindMarkers	0.00E+00
1.198668171	16: Cycling T	HIST1H1B	FindMarkers	0.00E+00
1.183219458	16: Cycling T	CFL1	FindMarkers	0.00E+00
1.176829326	16: Cycling T	ACTG1	FindMarkers	0.00E+00
1.173640046	16: Cycling T	MCM7	FindMarkers	0.00E+00
1.173151704	16: Cycling T	ACTB	FindMarkers	0.00E+00
1.158493874	16: Cycling T	TUBB4B	FindMarkers	0.00E+00
1.150015972	16: Cycling T	DEK	FindMarkers	0.00E+00
1.145242447	16: Cycling T	CDK1	FindMarkers	0.00E+00
1.14128621	16: Cycling T	CKS2	FindMarkers	0.00E+00
1.140378269	16: Cycling T	JPT1	FindMarkers	0.00E+00
1.122507744	16: Cycling T	C12orf75	FindMarkers	0.00E+00
1.111308786	16: Cycling T	CENPM	FindMarkers	0.00E+00
1.091302079	16: Cycling T	PCNA	FindMarkers	0.00E+00
1.086540562	16: Cycling T	PPIA	FindMarkers	0.00E+00
1.084100668	16: Cycling T	TK1	FindMarkers	0.00E+00
1.062079021	16: Cycling T	CDC20	FindMarkers	0.00E+00
1.059161583	16: Cycling T	IDH2	FindMarkers	0.00E+00
1.05582625	16: Cycling T	LDHA	FindMarkers	0.00E+00
1.053134294	16: Cycling T	KPNA2	FindMarkers	0.00E+00
1.050759286	16: Cycling T	HIST1H1E	FindMarkers	0.00E+00
1.047733944	16: Cycling T	TPX2	FindMarkers	0.00E+00
1.030266476	16: Cycling T	ANP32B	FindMarkers	0.00E+00
1.028921546	16: Cycling T	CDKN3	FindMarkers	0.00E+00
1.027696915	16: Cycling T	CALM3	FindMarkers	0.00E+00
1.026907806	16: Cycling T	DHFR	FindMarkers	0.00E+00
1.024209324	16: Cycling T	CKS1B	FindMarkers	0.00E+00
1.023332955	16: Cycling T	TPI1	FindMarkers	0.00E+00
1.017260904	16: Cycling T	BIRC5	FindMarkers	0.00E+00
1.013608929	16: Cycling T	ZWINT	FindMarkers	0.00E+00
1.010444566	16: Cycling T	COX8A	FindMarkers	0.00E+00
1.008912921	16: Cycling T	RANBP1	FindMarkers	0.00E+00
1.006835713	16: Cycling T	MT2A	FindMarkers	0.00E+00
1.004028217	16: Cycling T	ASPM	FindMarkers	0.00E+00
1.002432067	16: Cycling T	TMPO	FindMarkers	0.00E+00
0.994989098	16: Cycling T	CCNA2	FindMarkers	0.00E+00
0.994501359	16: Cycling T	CCNB2	FindMarkers	0.00E+00
0.993466937	16: Cycling T	CARHSP1	FindMarkers	0.00E+00
0.990288894	16: Cycling T	ARPC2	FindMarkers	0.00E+00
0.99015566	16: Cycling T	PCLAF	FindMarkers	0.00E+00
0.986532565	16: Cycling T	CDT1	FindMarkers	0.00E+00
0.966395316	16: Cycling T	LMNB1	FindMarkers	0.00E+00
0.962890195	16: Cycling T	TUBA1C	FindMarkers	0.00E+00
0.961410231	16: Cycling T	HMGA1	FindMarkers	0.00E+00
0.946942665	16: Cycling T	RRM2	FindMarkers	0.00E+00
0.94056544	16: Cycling T	CHCHD2	FindMarkers	0.00E+00
0.937854632	16: Cycling T	GZMA	FindMarkers	0.00E+00
0.930121806	16: Cycling T	CCNB1	FindMarkers	0.00E+00
0.928543238	16: Cycling T	CORO1A	FindMarkers	0.00E+00
0.928439103	16: Cycling T	RPA3	FindMarkers	0.00E+00
0.922233229	16: Cycling T	LINC02446	FindMarkers	0.00E+00
0.920949847	16: Cycling T	ASF1B	FindMarkers	0.00E+00
0.914479206	16: Cycling T	PKM	FindMarkers	0.00E+00
0.908670481	16: Cycling T	SLBP	FindMarkers	0.00E+00
0.900543651	16: Cycling T	HNRNPA2B1	FindMarkers	0.00E+00
0.893639948	16: Cycling T	ANP32E	FindMarkers	0.00E+00
0.892984461	16: Cycling T	TMEM106C	FindMarkers	0.00E+00
0.891683016	16: Cycling T	UBE2T	FindMarkers	0.00E+00
0.890401667	16: Cycling T	ARPC5	FindMarkers	0.00E+00
0.889616837	16: Cycling T	YBX1	FindMarkers	0.00E+00
0.886645943	16: Cycling T	SMC2	FindMarkers	0.00E+00
0.884245855	16: Cycling T	HIST1H1D	FindMarkers	0.00E+00
0.883618518	16: Cycling T	KIF22	FindMarkers	0.00E+00
0.881491466	16: Cycling T	NUCKS1	FindMarkers	0.00E+00
0.877305513	16: Cycling T	H2AFY	FindMarkers	0.00E+00
0.874249128	16: Cycling T	CDCA7	FindMarkers	0.00E+00
0.871650438	16: Cycling T	SNRPB	FindMarkers	0.00E+00
0.870650335	16: Cycling T	PLK1	FindMarkers	0.00E+00
0.869931198	16: Cycling T	ATP5MC3	FindMarkers	0.00E+00
0.869603299	16: Cycling T	TPM4	FindMarkers	0.00E+00
0.869326531	16: Cycling T	PTMA	FindMarkers	0.00E+00
0.864653548	16: Cycling T	ENO1	FindMarkers	0.00E+00
0.861250402	16: Cycling T	SRSF3	FindMarkers	0.00E+00
0.859763354	16: Cycling T	GINS2	FindMarkers	0.00E+00
0.858786573	16: Cycling T	NASP	FindMarkers	0.00E+00
0.857511932	16: Cycling T	CLSPN	FindMarkers	0.00E+00
0.856042043	16: Cycling T	TMSB10	FindMarkers	0.00E+00
0.850597212	16: Cycling T	FEN1	FindMarkers	0.00E+00
0.849475577	16: Cycling T	UBE2S	FindMarkers	0.00E+00
0.848547192	16: Cycling T	DDX39A	FindMarkers	0.00E+00
0.848034691	16: Cycling T	RAD21	FindMarkers	0.00E+00
0.844968001	16: Cycling T	KIFC1	FindMarkers	0.00E+00
0.844559124	16: Cycling T	PGAM1	FindMarkers	0.00E+00
0.84397576	16: Cycling T	CBX3	FindMarkers	0.00E+00
0.841964531	16: Cycling T	PPP1CA	FindMarkers	0.00E+00
0.840449161	16: Cycling T	CENPU	FindMarkers	0.00E+00
0.838398441	16: Cycling T	MCM5	FindMarkers	0.00E+00
0.836756092	16: Cycling T	SNRPG	FindMarkers	0.00E+00
0.830734869	16: Cycling T	LSM4	FindMarkers	0.00E+00
0.830484507	16: Cycling T	SNRPD1	FindMarkers	0.00E+00
0.82129002	16: Cycling T	PSME2	FindMarkers	0.00E+00
0.821127535	16: Cycling T	MAD2L1	FindMarkers	0.00E+00
0.819427189	16: Cycling T	ANXA5	FindMarkers	0.00E+00
0.814383895	16: Cycling T	CENPE	FindMarkers	0.00E+00
0.810882159	16: Cycling T	DNMT1	FindMarkers	0.00E+00
0.808832237	16: Cycling T	HMGN1	FindMarkers	0.00E+00
0.808572263	16: Cycling T	CNN2	FindMarkers	0.00E+00
0.808410097	16: Cycling T	PSMB8	FindMarkers	0.00E+00
0.806631545	16: Cycling T	PHF19	FindMarkers	0.00E+00
0.800609725	16: Cycling T	WDR1	FindMarkers	0.00E+00
0.794910914	16: Cycling T	UHRF1	FindMarkers	0.00E+00
0.792788639	16: Cycling T	HNRNPF	FindMarkers	0.00E+00
0.792555852	16: Cycling T	NUDT1	FindMarkers	0.00E+00
0.788688888	16: Cycling T	COX5A	FindMarkers	0.00E+00
0.788667789	16: Cycling T	ARHGDIB	FindMarkers	0.00E+00
0.787483142	16: Cycling T	PSMB9	FindMarkers	0.00E+00
0.786317171	16: Cycling T	SH3BGRL3	FindMarkers	0.00E+00
0.785714218	16: Cycling T	MCM3	FindMarkers	0.00E+00
0.783987223	16: Cycling T	DLGAP5	FindMarkers	0.00E+00
0.783809706	16: Cycling T	AURKB	FindMarkers	0.00E+00
0.781049975	16: Cycling T	PKMYT1	FindMarkers	0.00E+00
0.780136246	16: Cycling T	HNRNPAB	FindMarkers	0.00E+00
0.776448456	16: Cycling T	SIVA1	FindMarkers	0.00E+00
0.773034332	16: Cycling T	CDCA8	FindMarkers	0.00E+00
0.769039848	16: Cycling T	DBI	FindMarkers	0.00E+00
0.768694365	16: Cycling T	NAP1L1	FindMarkers	0.00E+00
0.765967431	16: Cycling T	DNAJC9	FindMarkers	0.00E+00
0.76245201	16: Cycling T	ANAPC11	FindMarkers	0.00E+00
0.755020861	16: Cycling T	CENPW	FindMarkers	0.00E+00
0.752637078	16: Cycling T	MYL6	FindMarkers	0.00E+00
0.752493822	16: Cycling T	NKG7	FindMarkers	0.00E+00
0.747462697	16: Cycling T	RRM1	FindMarkers	0.00E+00
0.746275408	16: Cycling T	USP1	FindMarkers	0.00E+00
0.74536739	16: Cycling T	CENPA	FindMarkers	0.00E+00
0.744102567	16: Cycling T	HNRNPA3	FindMarkers	0.00E+00
0.743589185	16: Cycling T	DTYMK	FindMarkers	0.00E+00
0.740486304	16: Cycling T	EZH2	FindMarkers	0.00E+00
0.73987891	16: Cycling T	HMMR	FindMarkers	0.00E+00
0.738568286	16: Cycling T	PRDX3	FindMarkers	0.00E+00
0.737567721	16: Cycling T	YWHAH	FindMarkers	0.00E+00
0.73719732	16: Cycling T	YWHAQ	FindMarkers	0.00E+00
0.733139224	16: Cycling T	SUMO2	FindMarkers	0.00E+00
0.730922705	16: Cycling T	SKA2	FindMarkers	0.00E+00
0.726782523	16: Cycling T	BANF1	FindMarkers	0.00E+00
0.724302741	16: Cycling T	GMNN	FindMarkers	0.00E+00
0.721299434	16: Cycling T	TFDP1	FindMarkers	0.00E+00
0.719398769	16: Cycling T	GTSE1	FindMarkers	0.00E+00
0.712931008	16: Cycling T	PSMA7	FindMarkers	0.00E+00
0.707597311	16: Cycling T	RALY	FindMarkers	0.00E+00
0.707010437	16: Cycling T	SRSF2	FindMarkers	0.00E+00
0.706052199	16: Cycling T	GNG5	FindMarkers	0.00E+00
0.700167752	16: Cycling T	PSMB2	FindMarkers	0.00E+00
0.699185689	16: Cycling T	HIST1H3B	FindMarkers	0.00E+00
0.697487341	16: Cycling T	HMGB3	FindMarkers	0.00E+00
0.696692893	16: Cycling T	H3F3A	FindMarkers	0.00E+00
0.69515022	16: Cycling T	ERH	FindMarkers	0.00E+00
0.691480195	16: Cycling T	LCP1	FindMarkers	0.00E+00
0.688546132	16: Cycling T	ACTR3	FindMarkers	0.00E+00
0.687893352	16: Cycling T	KIF20B	FindMarkers	0.00E+00
0.686492027	16: Cycling T	COX6C	FindMarkers	0.00E+00
0.684094699	16: Cycling T	CENPN	FindMarkers	0.00E+00
0.683126277	16: Cycling T	MRPL51	FindMarkers	0.00E+00
0.680842617	16: Cycling T	PSMA4	FindMarkers	0.00E+00
0.680353652	16: Cycling T	ATAD2	FindMarkers	0.00E+00
0.678995943	16: Cycling T	NUDT21	FindMarkers	0.00E+00
0.678206245	16: Cycling T	TESC	FindMarkers	0.00E+00
0.677816584	16: Cycling T	PSMB3	FindMarkers	0.00E+00
0.677470211	16: Cycling T	SLC25A3	FindMarkers	0.00E+00
0.67735812	16: Cycling T	BUB3	FindMarkers	0.00E+00
0.677055116	16: Cycling T	SNRNP25	FindMarkers	0.00E+00
0.676473266	16: Cycling T	NDC80	FindMarkers	0.00E+00
0.675097961	16: Cycling T	ATP5MF	FindMarkers	0.00E+00
0.67409143	16: Cycling T	PARK7	FindMarkers	0.00E+00
0.673013525	16: Cycling T	TALDO1	FindMarkers	0.00E+00
0.672097255	16: Cycling T	SET	FindMarkers	0.00E+00
0.67208047	16: Cycling T	LDHB	FindMarkers	0.00E+00
0.668766709	16: Cycling T	CDK2AP2	FindMarkers	0.00E+00
0.668320383	16: Cycling T	CD8B	FindMarkers	0.00E+00
0.667577135	16: Cycling T	CD38	FindMarkers	0.00E+00
0.665209653	16: Cycling T	CENPK	FindMarkers	0.00E+00
0.6626581	16: Cycling T	HNRNPC	FindMarkers	0.00E+00
0.660335793	16: Cycling T	CACYBP	FindMarkers	0.00E+00
0.656980883	16: Cycling T	CDCA3	FindMarkers	0.00E+00
0.656030466	16: Cycling T	NDUFA6	FindMarkers	0.00E+00
0.654229809	16: Cycling T	FKBP1A	FindMarkers	0.00E+00
0.648990628	16: Cycling T	SMC1A	FindMarkers	0.00E+00
0.647894629	16: Cycling T	KNL1	FindMarkers	0.00E+00
0.647281113	16: Cycling T	LSM5	FindMarkers	0.00E+00
0.645089115	16: Cycling T	CDC25B	FindMarkers	0.00E+00
0.645007581	16: Cycling T	RHOA	FindMarkers	0.00E+00
0.642581066	16: Cycling T	MIR4435-2HG	FindMarkers	0.00E+00
0.641468105	16: Cycling T	TPM3	FindMarkers	0.00E+00
0.637446782	16: Cycling T	HNRNPA1	FindMarkers	0.00E+00
0.635404055	16: Cycling T	SNRPF	FindMarkers	0.00E+00
0.635145194	16: Cycling T	ATP5F1B	FindMarkers	0.00E+00
0.634546542	16: Cycling T	CENPX	FindMarkers	0.00E+00
0.634010133	16: Cycling T	CDCA5	FindMarkers	0.00E+00
0.632434475	16: Cycling T	SAE1	FindMarkers	0.00E+00
0.63146197	16: Cycling T	CLTA	FindMarkers	0.00E+00
0.630975397	16: Cycling T	CCDC167	FindMarkers	0.00E+00
0.630921196	16: Cycling T	POMP	FindMarkers	0.00E+00
0.630468463	16: Cycling T	PSMA5	FindMarkers	0.00E+00
0.629121682	16: Cycling T	NCAPH	FindMarkers	0.00E+00
0.618010862	16: Cycling T	DCTN3	FindMarkers	0.00E+00
0.613564129	16: Cycling T	MZT2B	FindMarkers	0.00E+00
0.61280111	16: Cycling T	HNRNPR	FindMarkers	0.00E+00
0.611561253	16: Cycling T	SERBP1	FindMarkers	0.00E+00
0.610790747	16: Cycling T	ILF2	FindMarkers	0.00E+00
0.609081124	16: Cycling T	MCM6	FindMarkers	0.00E+00
0.608808065	16: Cycling T	RBX1	FindMarkers	0.00E+00
0.606402193	16: Cycling T	PPM1G	FindMarkers	0.00E+00
0.606141068	16: Cycling T	NUF2	FindMarkers	0.00E+00
0.605693713	16: Cycling T	HPRT1	FindMarkers	0.00E+00
0.604278019	16: Cycling T	COX6A1	FindMarkers	0.00E+00
0.602223119	16: Cycling T	CKAP2L	FindMarkers	0.00E+00
0.600531668	16: Cycling T	PA2G4	FindMarkers	0.00E+00
0.600283946	16: Cycling T	CDCA2	FindMarkers	0.00E+00
0.598988873	16: Cycling T	BATF	FindMarkers	0.00E+00
0.598581563	16: Cycling T	SNRPA	FindMarkers	0.00E+00
0.597920378	16: Cycling T	TROAP	FindMarkers	0.00E+00
0.597797608	16: Cycling T	IFI16	FindMarkers	0.00E+00
0.596285015	16: Cycling T	SEM1	FindMarkers	0.00E+00
0.595165925	16: Cycling T	HIST1H2AG	FindMarkers	0.00E+00
0.594705033	16: Cycling T	SNRPD3	FindMarkers	0.00E+00
0.594554641	16: Cycling T	CEP55	FindMarkers	0.00E+00
0.594163613	16: Cycling T	IFNG	FindMarkers	0.00E+00
0.593883472	16: Cycling T	UBE2L3	FindMarkers	0.00E+00
0.593322914	16: Cycling T	PPP4C	FindMarkers	0.00E+00
0.592671975	16: Cycling T	HIST1H1C	FindMarkers	0.00E+00
0.589906772	16: Cycling T	CCT5	FindMarkers	0.00E+00
0.589482411	16: Cycling T	TACC3	FindMarkers	0.00E+00
0.589446715	16: Cycling T	AP2S1	FindMarkers	0.00E+00
0.587769436	16: Cycling T	DUSP4	FindMarkers	0.00E+00
0.58723598	16: Cycling T	MZT1	FindMarkers	0.00E+00
0.58649569	16: Cycling T	ATP5MG	FindMarkers	0.00E+00
0.585419678	16: Cycling T	MCM4	FindMarkers	0.00E+00
0.585094733	16: Cycling T	LBR	FindMarkers	0.00E+00
0.583619523	16: Cycling T	SRP9	FindMarkers	0.00E+00
0.583590506	16: Cycling T	FDPS	FindMarkers	0.00E+00
0.583279812	16: Cycling T	MCM2	FindMarkers	0.00E+00
0.582456083	16: Cycling T	VDAC3	FindMarkers	0.00E+00
0.58189671	16: Cycling T	GBP1	FindMarkers	0.00E+00
0.581423545	16: Cycling T	NONO	FindMarkers	0.00E+00
0.580442941	16: Cycling T	TXNDC17	FindMarkers	0.00E+00
0.579331503	16: Cycling T	WDR34	FindMarkers	0.00E+00
0.575703301	16: Cycling T	VDAC1	FindMarkers	0.00E+00
0.574292962	16: Cycling T	RNASEH2A	FindMarkers	0.00E+00
0.574008814	16: Cycling T	NCAPG	FindMarkers	0.00E+00
0.573774878	16: Cycling T	RACGAP1	FindMarkers	0.00E+00
0.573223745	16: Cycling T	LSM3	FindMarkers	0.00E+00
0.572340777	16: Cycling T	UBE2N	FindMarkers	0.00E+00
0.572293267	16: Cycling T	FANCI	FindMarkers	0.00E+00
0.571672308	16: Cycling T	SMC3	FindMarkers	0.00E+00
0.57121947	16: Cycling T	FLNA	FindMarkers	0.00E+00
