Stats	p_val_adj	Cluster	Marker
0.674422205	0	6: Tfh	CTLA4
0.643068593	0	6: Tfh	JUNB
0.634966611	0	6: Tfh	FAAH2
0.615895594	0	6: Tfh	TBC1D4
0.588667704	0	6: Tfh	SPINT2
0.585263694	0	6: Tfh	CMTM8
0.573689876	0	6: Tfh	FCMR
0.565624581	0	6: Tfh	LEF1
0.546727596	0	6: Tfh	LINC00402
0.543855685	0	6: Tfh	DGKA
0.541845853	0	6: Tfh	ICOS
0.51894421	0	6: Tfh	MALAT1
0.518545367	0	6: Tfh	FXYD5
0.488119163	0	6: Tfh	SLC9A9
0.482199517	0	6: Tfh	FBLN7
0.464865749	0	6: Tfh	CD40LG
0.444240254	0	6: Tfh	FYB1
0.335428256	0	6: Tfh	RPS8
0.28568286	0	6: Tfh	RPL22
0.284150019	0	6: Tfh	RPS13
0.278399408	0	6: Tfh	RPS3A
0.25572551	0	6: Tfh	RPL30
0.251800896	0	6: Tfh	RPL32
0.487878363	6.64E-298	6: Tfh	ARMH1
0.45220168	1.36E-297	6: Tfh	SERINC5
0.454838367	1.54E-289	6: Tfh	CD4
0.4386897	1.39E-283	6: Tfh	MAL
0.26112068	7.37E-278	6: Tfh	RPL9
0.436091542	5.22E-261	6: Tfh	CD28
0.494403627	9.95E-250	6: Tfh	TOX
0.559865015	2.10E-246	6: Tfh	FKBP5
0.447271023	3.02E-242	6: Tfh	INPP4B
0.476933653	1.29E-240	6: Tfh	MAF
0.43278094	6.38E-234	6: Tfh	RNASET2
0.519098446	1.36E-228	6: Tfh	SOCS3
0.279117474	1.18E-214	6: Tfh	LTB
0.487625902	1.57E-201	6: Tfh	NFATC1
0.252669414	1.54E-194	6: Tfh	EEF1B2
0.37809045	1.17E-192	6: Tfh	IL16
0.365968638	2.83E-192	6: Tfh	LAT
0.382522495	9.64E-181	6: Tfh	TNFAIP8
0.301509789	1.62E-178	6: Tfh	LDHB
0.441314119	9.33E-173	6: Tfh	NR3C1
0.260697912	5.53E-171	6: Tfh	PTPRC
0.701784862	1.19E-168	6: Tfh	PDCD1
0.410842583	6.61E-166	6: Tfh	ARID5B
0.473287298	1.19E-163	6: Tfh	PPP1CC
0.351292022	2.09E-162	6: Tfh	MCUB
0.400368209	1.35E-160	6: Tfh	PIK3IP1
0.457172378	6.21E-154	6: Tfh	PIM2
0.379258798	1.03E-153	6: Tfh	TMEM243
0.367268123	8.67E-153	6: Tfh	CTSB
0.383798096	8.24E-149	6: Tfh	PBXIP1
0.280721077	1.06E-146	6: Tfh	SPOCK2
0.34620573	5.83E-141	6: Tfh	PPP1R2
0.358253057	1.62E-138	6: Tfh	KIAA1551
0.339297801	2.32E-132	6: Tfh	SYPL1
0.418179516	3.02E-131	6: Tfh	ITM2A
0.361036811	2.19E-130	6: Tfh	ATM
0.349451308	3.76E-130	6: Tfh	STAT3
0.30470427	4.60E-126	6: Tfh	ISCU
0.378153919	5.13E-123	6: Tfh	CEMIP2
0.421985929	1.81E-122	6: Tfh	SLC2A3
0.277394529	6.55E-122	6: Tfh	SRSF5
0.429535524	6.85E-121	6: Tfh	CORO1B
0.516832926	1.51E-119	6: Tfh	TIGIT
0.279843636	7.75E-117	6: Tfh	C12orf57
0.260758824	1.01E-116	6: Tfh	CIRBP
0.302335501	3.70E-112	6: Tfh	TMEM123
0.301652002	3.85E-112	6: Tfh	LDLRAP1
0.263819597	5.11E-112	6: Tfh	SF1
0.358597434	2.29E-111	6: Tfh	CMTM7
0.273654692	2.30E-107	6: Tfh	SEPT6
0.329468704	3.41E-107	6: Tfh	TLK1
0.297873802	6.85E-106	6: Tfh	CD5
0.340467624	1.05E-101	6: Tfh	LIMS1
0.343049179	2.23E-101	6: Tfh	FOXP1
0.307273138	2.81E-98	6: Tfh	SFXN1
0.268687835	7.50E-89	6: Tfh	DDX17
0.289725305	1.01E-88	6: Tfh	BTG2
0.283310335	2.17E-84	6: Tfh	TC2N
0.309665374	1.57E-80	6: Tfh	CHMP7
0.27805006	8.36E-79	6: Tfh	PHTF2
0.251843217	6.79E-78	6: Tfh	DENND2D
0.268757757	3.46E-76	6: Tfh	ELMO1
0.261646611	4.87E-73	6: Tfh	NDFIP1
0.294052909	7.45E-73	6: Tfh	TNIK
0.292658794	1.09E-71	6: Tfh	SSH2
0.2703275	2.56E-71	6: Tfh	PSIP1
0.332298511	2.87E-67	6: Tfh	RNF19A
0.283876712	3.71E-67	6: Tfh	VOPP1
0.283494242	2.07E-66	6: Tfh	CXCR4
0.262076715	5.58E-66	6: Tfh	ANKRD12
0.261178615	1.87E-65	6: Tfh	TESPA1
0.262668344	4.60E-62	6: Tfh	CYTH1
0.263328515	3.56E-61	6: Tfh	GPRIN3
0.256391817	4.92E-59	6: Tfh	ZMYM2
0.339382059	2.23E-56	6: Tfh	ZNF331
0.2552058	2.32E-56	6: Tfh	CNIH1
0.257856624	1.95E-54	6: Tfh	ARID5A
0.25948461	2.64E-50	6: Tfh	MYCBP2
0.31793872	1.49E-47	6: Tfh	IKZF3
0.35317067	1.46E-46	6: Tfh	DDIT4
0.259035967	3.40E-42	6: Tfh	YPEL3
0.256449611	8.54E-42	6: Tfh	SH2D1A
0.262184981	5.33E-41	6: Tfh	SRGN
0.271859371	3.38E-40	6: Tfh	CTSA
0.250564022	4.43E-39	6: Tfh	YPEL5
1.866244234	0.00E+00	7: Treg	FOXP3
1.503755638	0.00E+00	7: Treg	TNFRSF4
1.286883744	0.00E+00	7: Treg	CTLA4
1.097148043	0.00E+00	7: Treg	BATF
1.094134747	0.00E+00	7: Treg	TNFRSF18
0.98747806	0.00E+00	7: Treg	PIM2
0.986802583	0.00E+00	7: Treg	TNFRSF1B
0.944884651	0.00E+00	7: Treg	TBC1D4
0.937598124	0.00E+00	7: Treg	MIR4435-2HG
0.906676887	0.00E+00	7: Treg	LTB
0.90309236	0.00E+00	7: Treg	IL2RA
0.806207667	0.00E+00	7: Treg	SAT1
0.802520764	0.00E+00	7: Treg	SELL
0.792700954	0.00E+00	7: Treg	LINC01943
0.786882251	0.00E+00	7: Treg	TIGIT
0.785348676	0.00E+00	7: Treg	CARD16
0.777242898	0.00E+00	7: Treg	CD27
0.772062726	0.00E+00	7: Treg	ARID5B
0.738038377	0.00E+00	7: Treg	PBXIP1
0.728301438	0.00E+00	7: Treg	CORO1B
0.719046086	0.00E+00	7: Treg	RTKN2
0.696790091	0.00E+00	7: Treg	FCMR
0.680478751	0.00E+00	7: Treg	DNPH1
0.67318611	0.00E+00	7: Treg	UCP2
0.66372024	0.00E+00	7: Treg	GK
0.648761121	0.00E+00	7: Treg	GBP2
0.643716051	0.00E+00	7: Treg	RGS1
0.64192125	0.00E+00	7: Treg	CCR4
0.641802203	0.00E+00	7: Treg	IL32
0.586883131	0.00E+00	7: Treg	UGP2
0.583883038	0.00E+00	7: Treg	PELI1
0.573266622	0.00E+00	7: Treg	CTSC
0.564698809	0.00E+00	7: Treg	GBP5
0.547596692	0.00E+00	7: Treg	IKZF2
0.543819357	0.00E+00	7: Treg	NAMPT
0.537329809	0.00E+00	7: Treg	SPOCK2
0.527640842	0.00E+00	7: Treg	STAM
0.524739865	0.00E+00	7: Treg	ISG20
0.509812784	0.00E+00	7: Treg	GLRX
0.482255424	0.00E+00	7: Treg	CD28
0.474393271	0.00E+00	7: Treg	PHTF2
0.469429805	0.00E+00	7: Treg	IL6R
0.459977437	0.00E+00	7: Treg	ZC3H12D
0.452349007	0.00E+00	7: Treg	MAF
0.441898706	0.00E+00	7: Treg	CD4
0.422041618	0.00E+00	7: Treg	TOX2
0.408376764	0.00E+00	7: Treg	TMSB10
0.401698578	0.00E+00	7: Treg	UBC
0.398353671	0.00E+00	7: Treg	DUSP16
0.380809983	0.00E+00	7: Treg	CD79B
0.37910344	0.00E+00	7: Treg	HLA-A
0.493964066	1.37E-300	7: Treg	CD74
0.416368213	1.57E-289	7: Treg	NCF4
0.41398518	3.76E-286	7: Treg	NDUFV2
0.379280492	5.36E-281	7: Treg	POU2F2
0.473876257	2.57E-278	7: Treg	CYTOR
0.570528511	3.76E-275	7: Treg	DUSP4
0.345318105	4.41E-271	7: Treg	ARPC1B
0.446851413	8.76E-270	7: Treg	EPSTI1
0.430944687	6.42E-264	7: Treg	FAS
0.416699645	2.17E-259	7: Treg	TLK1
0.397867003	1.11E-250	7: Treg	CD59
0.399393068	1.64E-247	7: Treg	TMEM173
0.372302738	2.01E-242	7: Treg	TNIK
0.390464667	2.33E-235	7: Treg	RHOG
0.360638151	2.63E-225	7: Treg	IL6ST
0.420729864	3.76E-224	7: Treg	SLAMF1
0.448539205	7.50E-215	7: Treg	IL10RA
0.398257991	6.58E-214	7: Treg	SLA
0.438619189	1.25E-213	7: Treg	ICOS
0.422442011	6.77E-211	7: Treg	SAMHD1
0.333692432	2.44E-208	7: Treg	CD44
0.368941833	5.40E-202	7: Treg	HOXB2
0.328344623	1.94E-199	7: Treg	FAM110A
0.356788377	3.71E-198	7: Treg	SOD1
0.448340818	2.53E-195	7: Treg	BCL3
0.457039237	8.63E-191	7: Treg	BIRC3
0.459090898	5.32E-189	7: Treg	PMAIP1
0.347192183	1.31E-188	7: Treg	RAP1A
0.502749353	3.00E-186	7: Treg	PIM3
0.369084316	4.63E-186	7: Treg	ZBTB38
0.370376797	1.37E-183	7: Treg	CASP1
0.340617551	2.06E-183	7: Treg	SNX9
0.314670215	3.42E-183	7: Treg	SRGN
0.334381546	1.27E-181	7: Treg	CSK
0.359607861	8.38E-181	7: Treg	SIRPG
0.276379312	4.54E-179	7: Treg	YWHAB
0.338453786	1.17E-178	7: Treg	PRDX1
0.302417599	6.70E-171	7: Treg	TOX
0.388547587	1.87E-168	7: Treg	RPS27L
0.329339129	6.30E-168	7: Treg	CMTM7
0.345351891	3.23E-166	7: Treg	LEF1
0.296049995	6.26E-165	7: Treg	SH3BGRL
0.298899311	3.86E-164	7: Treg	OGDH
0.303071151	9.24E-164	7: Treg	CALM3
0.32748485	3.96E-160	7: Treg	CD82
0.370455929	2.98E-159	7: Treg	AQP3
0.306470103	4.76E-154	7: Treg	CD247
0.347267444	2.83E-150	7: Treg	IL21R
0.302459619	2.64E-147	7: Treg	PPM1G
0.30143946	4.12E-147	7: Treg	NABP1
0.320400194	2.43E-146	7: Treg	CCM2
0.314384822	4.61E-145	7: Treg	TNFRSF14
0.415046514	2.28E-144	7: Treg	PKM
0.311301695	4.79E-143	7: Treg	S100A4
0.295635245	8.30E-143	7: Treg	SFT2D1
0.322560384	4.20E-140	7: Treg	C9orf16
0.335876295	2.43E-139	7: Treg	SMS
0.421553425	1.07E-137	7: Treg	CMTM6
0.349465925	5.66E-134	7: Treg	SOCS3
0.293029224	1.20E-133	7: Treg	UBE2B
0.322506572	2.18E-133	7: Treg	TRIB2
0.28690182	2.34E-130	7: Treg	CTSB
0.304873918	1.15E-129	7: Treg	CCR6
0.34730209	7.83E-128	7: Treg	PRDM1
0.315449208	1.35E-127	7: Treg	LBH
0.264043956	1.15E-123	7: Treg	CCDC167
0.286194765	3.08E-120	7: Treg	TPP1
0.29689497	3.54E-119	7: Treg	PIK3IP1
0.308494283	2.63E-118	7: Treg	CTSA
0.280106998	1.06E-117	7: Treg	RHOH
0.28998294	1.92E-117	7: Treg	TSPAN5
0.307555302	3.64E-117	7: Treg	PMVK
0.280328522	1.08E-116	7: Treg	BCL2
0.319693338	3.87E-116	7: Treg	SYNGR2
0.256091446	4.15E-115	7: Treg	SKAP1
0.281534552	4.97E-112	7: Treg	PAK2
0.274282232	5.15E-111	7: Treg	SEPT6
0.330370856	3.95E-108	7: Treg	PDE4B
0.283543963	1.84E-107	7: Treg	HNRNPLL
0.274508188	2.58E-107	7: Treg	ACP5
0.264919031	3.18E-106	7: Treg	GOLGA8B
0.25379375	6.48E-105	7: Treg	ICAM2
0.252249855	1.19E-104	7: Treg	CUTA
0.276189703	1.91E-104	7: Treg	SDF4
0.257912937	7.43E-104	7: Treg	NDUFC1
0.276776795	1.43E-103	7: Treg	LINC00861
0.259204859	1.41E-102	7: Treg	IL2RB
0.295127891	6.64E-101	7: Treg	BTG3
0.256689588	3.46E-100	7: Treg	ELOVL5
0.263580306	2.47E-99	7: Treg	TNIP1
0.277518634	1.71E-97	7: Treg	ASB2
0.262507514	2.43E-97	7: Treg	ANKRD12
0.269557361	1.31E-94	7: Treg	LIMS1
0.27559825	8.91E-92	7: Treg	USP15
0.337622645	2.80E-88	7: Treg	TPR
0.299772956	3.23E-87	7: Treg	CFLAR
0.266315687	4.07E-87	7: Treg	SMAP2
0.276000561	1.51E-85	7: Treg	CACYBP
0.25748005	5.50E-84	7: Treg	PCED1B
0.272272042	5.91E-83	7: Treg	TRAF1
0.277190861	8.24E-81	7: Treg	PTPN7
0.254685463	9.52E-81	7: Treg	VMP1
0.250157024	2.23E-79	7: Treg	YPEL3
0.260326265	6.13E-78	7: Treg	TYMP
0.266351525	1.82E-73	7: Treg	SYNE2
0.259499501	2.28E-73	7: Treg	DOK2
0.322959164	8.33E-70	7: Treg	PHLDA1
0.265043837	2.25E-69	7: Treg	NEAT1
0.251879531	2.24E-65	7: Treg	BCL2L1
0.284074887	2.46E-62	7: Treg	STAT1
0.334373486	3.89E-60	7: Treg	DDIT4
0.28612384	6.74E-58	7: Treg	FOXP1
0.320976026	8.42E-42	7: Treg	HLA-DRB1
0.260430983	1.77E-22	7: Treg	TRBC1
0.520587112	3.44E-02	7: Treg	LAG3
0.96537856	0.00E+00	8: T1 cytokine effector	STAT1
0.953477462	0.00E+00	8: T1 cytokine effector	GBP5
0.906940726	0.00E+00	8: T1 cytokine effector	LTB
0.874708685	0.00E+00	8: T1 cytokine effector	GPR25
0.852068571	0.00E+00	8: T1 cytokine effector	TNFRSF4
0.763395164	0.00E+00	8: T1 cytokine effector	SPOCK2
0.762983396	0.00E+00	8: T1 cytokine effector	TNFRSF25
0.739022843	0.00E+00	8: T1 cytokine effector	CTSH
0.713433193	0.00E+00	8: T1 cytokine effector	CCR6
0.68837778	0.00E+00	8: T1 cytokine effector	CD82
0.686227594	0.00E+00	8: T1 cytokine effector	CD74
0.682157697	0.00E+00	8: T1 cytokine effector	CD40LG
0.670274483	0.00E+00	8: T1 cytokine effector	TMSB10
0.656643721	0.00E+00	8: T1 cytokine effector	UCP2
0.652195944	0.00E+00	8: T1 cytokine effector	GBP1
0.650139085	0.00E+00	8: T1 cytokine effector	CD38
0.646802063	0.00E+00	8: T1 cytokine effector	GBP4
0.64276108	0.00E+00	8: T1 cytokine effector	TMEM167A
0.624920789	0.00E+00	8: T1 cytokine effector	TAP1
0.577759868	0.00E+00	8: T1 cytokine effector	LAPTM5
0.567840123	0.00E+00	8: T1 cytokine effector	CTLA4
0.563463677	0.00E+00	8: T1 cytokine effector	GBP2
0.560923913	0.00E+00	8: T1 cytokine effector	PSME2
0.560896332	0.00E+00	8: T1 cytokine effector	DUSP4
0.556867342	0.00E+00	8: T1 cytokine effector	LIMS1
0.555427596	0.00E+00	8: T1 cytokine effector	EPSTI1
0.548182136	0.00E+00	8: T1 cytokine effector	MIR4435-2HG
0.541390315	0.00E+00	8: T1 cytokine effector	SLAMF1
0.534904344	0.00E+00	8: T1 cytokine effector	ICOS
0.533157357	0.00E+00	8: T1 cytokine effector	PDCD1
0.528881961	0.00E+00	8: T1 cytokine effector	UBE2L6
0.526957883	0.00E+00	8: T1 cytokine effector	CD52
0.518971989	0.00E+00	8: T1 cytokine effector	ADA
0.516498936	0.00E+00	8: T1 cytokine effector	TNFSF10
0.515703581	0.00E+00	8: T1 cytokine effector	CD28
0.513606982	0.00E+00	8: T1 cytokine effector	CD6
0.51227044	0.00E+00	8: T1 cytokine effector	NPDC1
0.505348826	0.00E+00	8: T1 cytokine effector	ADAM19
0.503847643	0.00E+00	8: T1 cytokine effector	GIMAP4
0.499277738	0.00E+00	8: T1 cytokine effector	ITGA4
0.495691632	0.00E+00	8: T1 cytokine effector	RNF213
0.494159422	0.00E+00	8: T1 cytokine effector	CD2
0.487509296	0.00E+00	8: T1 cytokine effector	COTL1
0.481725896	0.00E+00	8: T1 cytokine effector	ARPC1B
0.48113403	0.00E+00	8: T1 cytokine effector	GMFG
0.479667664	0.00E+00	8: T1 cytokine effector	EML4
0.478717084	0.00E+00	8: T1 cytokine effector	CPNE7
0.469688123	0.00E+00	8: T1 cytokine effector	PFN1
0.464118389	0.00E+00	8: T1 cytokine effector	ARID5B
0.463350002	0.00E+00	8: T1 cytokine effector	IL2RG
0.458310088	0.00E+00	8: T1 cytokine effector	PSMB9
0.454159775	0.00E+00	8: T1 cytokine effector	TNFRSF14
0.451865175	0.00E+00	8: T1 cytokine effector	PSMB8
0.449888643	0.00E+00	8: T1 cytokine effector	LIMD2
0.436565979	0.00E+00	8: T1 cytokine effector	LAT
0.432816233	0.00E+00	8: T1 cytokine effector	CAPZB
0.428878338	0.00E+00	8: T1 cytokine effector	CTSB
0.419914571	0.00E+00	8: T1 cytokine effector	SMCO4
0.41142732	0.00E+00	8: T1 cytokine effector	TMEM173
0.400279864	0.00E+00	8: T1 cytokine effector	FURIN
0.392888511	0.00E+00	8: T1 cytokine effector	ACTG1
0.376102272	0.00E+00	8: T1 cytokine effector	LGALS3BP
0.374240352	0.00E+00	8: T1 cytokine effector	MYL6
0.37399364	0.00E+00	8: T1 cytokine effector	ACTB
0.364940896	0.00E+00	8: T1 cytokine effector	HLA-A
0.363247781	0.00E+00	8: T1 cytokine effector	ARPC3
0.362004067	0.00E+00	8: T1 cytokine effector	CORO1A
0.361949524	0.00E+00	8: T1 cytokine effector	CCDC167
0.36116431	0.00E+00	8: T1 cytokine effector	MAF
0.349450354	0.00E+00	8: T1 cytokine effector	PSME1
0.344747343	0.00E+00	8: T1 cytokine effector	TOX2
0.342712089	0.00E+00	8: T1 cytokine effector	ARHGDIB
0.335848934	0.00E+00	8: T1 cytokine effector	HLA-C
0.301682059	0.00E+00	8: T1 cytokine effector	SERF2
0.294420015	0.00E+00	8: T1 cytokine effector	GAPDH
0.288852097	0.00E+00	8: T1 cytokine effector	B2M
0.440533467	1.13E-303	8: T1 cytokine effector	ITGB2
0.462259699	1.00E-300	8: T1 cytokine effector	RBPJ
0.437613515	3.92E-299	8: T1 cytokine effector	DNPH1
0.407020981	3.56E-293	8: T1 cytokine effector	GALM
0.365367652	1.92E-289	8: T1 cytokine effector	GPSM3
0.436949107	9.65E-287	8: T1 cytokine effector	GIMAP7
0.424674785	3.04E-281	8: T1 cytokine effector	RNF149
0.396186362	1.08E-280	8: T1 cytokine effector	IL12RB1
0.451019052	1.29E-280	8: T1 cytokine effector	CYTOR
0.435912864	8.03E-271	8: T1 cytokine effector	PBXIP1
0.375231247	2.02E-270	8: T1 cytokine effector	ABRACL
0.326159256	9.05E-270	8: T1 cytokine effector	CD3D
0.323009854	8.44E-269	8: T1 cytokine effector	SH3BGRL3
0.342520659	7.70E-267	8: T1 cytokine effector	CD4
0.392114091	3.60E-266	8: T1 cytokine effector	PSMB10
0.42702401	4.44E-266	8: T1 cytokine effector	CD5
0.384054642	4.41E-263	8: T1 cytokine effector	JAK3
0.39393217	5.00E-263	8: T1 cytokine effector	C4orf48
0.338413822	8.16E-263	8: T1 cytokine effector	PARP9
0.389799642	1.99E-259	8: T1 cytokine effector	SYTL1
0.36278811	1.58E-258	8: T1 cytokine effector	TYMP
0.420188974	9.08E-258	8: T1 cytokine effector	TPM4
0.403108878	3.38E-254	8: T1 cytokine effector	VAMP5
0.373806705	7.68E-254	8: T1 cytokine effector	FYB1
0.528891276	1.14E-249	8: T1 cytokine effector	AQP3
0.398676368	7.52E-249	8: T1 cytokine effector	YWHAQ
0.414234325	1.27E-247	8: T1 cytokine effector	LMO4
0.363445681	2.04E-245	8: T1 cytokine effector	RARRES3
0.47843042	7.05E-245	8: T1 cytokine effector	IRF1
0.314860981	1.82E-244	8: T1 cytokine effector	HLA-DRA
0.306723239	4.71E-243	8: T1 cytokine effector	YWHAB
0.363658073	1.14E-241	8: T1 cytokine effector	RELB
0.333253378	3.70E-240	8: T1 cytokine effector	TESC
0.344810785	6.82E-240	8: T1 cytokine effector	HLA-DPA1
0.358048819	7.16E-236	8: T1 cytokine effector	MTHFD2
0.359033687	8.25E-231	8: T1 cytokine effector	MYO1F
0.298374778	4.15E-229	8: T1 cytokine effector	KDM5B
0.294663636	4.36E-226	8: T1 cytokine effector	LCK
0.319975333	1.72E-224	8: T1 cytokine effector	PPP1CA
0.412399612	1.54E-223	8: T1 cytokine effector	RORA
0.356947203	4.52E-221	8: T1 cytokine effector	CFLAR
0.363416838	1.18E-220	8: T1 cytokine effector	CASP4
0.292441219	2.26E-218	8: T1 cytokine effector	HLA-DPB1
0.37363245	6.19E-218	8: T1 cytokine effector	DYNLL1
0.37620773	1.05E-215	8: T1 cytokine effector	CNN2
0.295420712	1.52E-214	8: T1 cytokine effector	HINT1
0.281507111	1.75E-214	8: T1 cytokine effector	KIAA0319L
0.304044058	4.51E-214	8: T1 cytokine effector	HLA-DRB1
0.388317364	7.22E-214	8: T1 cytokine effector	SH2D2A
0.370185684	1.73E-211	8: T1 cytokine effector	NDUFV2
0.303181489	2.03E-211	8: T1 cytokine effector	LINC00861
0.266541813	1.43E-210	8: T1 cytokine effector	MPRIP
0.499851462	6.17E-208	8: T1 cytokine effector	NOSIP
0.362323313	1.88E-207	8: T1 cytokine effector	TNFSF8
0.677878513	2.82E-207	8: T1 cytokine effector	CXCR6
0.350082765	4.65E-207	8: T1 cytokine effector	C9orf16
0.386646728	5.36E-207	8: T1 cytokine effector	RNASET2
0.461384801	1.75E-204	8: T1 cytokine effector	TNFRSF18
0.298239173	2.42E-203	8: T1 cytokine effector	PLSCR1
0.262437856	1.02E-202	8: T1 cytokine effector	ARPC2
0.351151496	9.25E-202	8: T1 cytokine effector	ISG15
0.338155115	2.42E-199	8: T1 cytokine effector	PLSCR3
0.352089511	2.54E-199	8: T1 cytokine effector	GPRIN3
0.334155947	1.55E-198	8: T1 cytokine effector	IDH2
0.320971426	2.02E-198	8: T1 cytokine effector	ARPC4
0.326080375	7.48E-198	8: T1 cytokine effector	SUSD3
0.265997007	1.18E-193	8: T1 cytokine effector	LIMA1
0.349352443	1.47E-192	8: T1 cytokine effector	BCL3
0.252909695	2.58E-190	8: T1 cytokine effector	RUNX2
0.281278116	5.79E-187	8: T1 cytokine effector	SUB1
0.321395766	1.51E-186	8: T1 cytokine effector	FKBP5
0.350950307	2.32E-184	8: T1 cytokine effector	S1PR4
0.322530013	2.66E-184	8: T1 cytokine effector	CYLD
0.321359276	2.94E-184	8: T1 cytokine effector	MVP
0.285442332	4.36E-184	8: T1 cytokine effector	SQOR
0.319139378	3.02E-182	8: T1 cytokine effector	SUPT4H1
0.256422103	1.21E-181	8: T1 cytokine effector	SKA2
0.292578903	3.28E-180	8: T1 cytokine effector	IFI35
0.273850927	1.23E-179	8: T1 cytokine effector	RAB37
0.355657374	1.39E-179	8: T1 cytokine effector	ANXA5
0.302263494	4.53E-179	8: T1 cytokine effector	PSMA4
0.316622042	1.11E-176	8: T1 cytokine effector	CSK
0.342868789	1.84E-176	8: T1 cytokine effector	FLT3LG
0.312696853	2.96E-176	8: T1 cytokine effector	PPP1CC
0.267869491	6.97E-175	8: T1 cytokine effector	TNIK
0.325885834	1.24E-174	8: T1 cytokine effector	BATF
0.299785002	4.52E-173	8: T1 cytokine effector	ELOVL5
0.303120025	6.41E-172	8: T1 cytokine effector	GSDMD
0.282430015	9.80E-172	8: T1 cytokine effector	PPM1M
0.254420435	3.80E-171	8: T1 cytokine effector	MAN2B1
0.307599082	1.79E-170	8: T1 cytokine effector	GIMAP5
0.349746012	1.45E-168	8: T1 cytokine effector	NEAT1
0.545504697	2.71E-165	8: T1 cytokine effector	KLRB1
0.263688436	2.74E-165	8: T1 cytokine effector	HCLS1
0.263789859	3.02E-165	8: T1 cytokine effector	LDHB
0.400619186	5.00E-165	8: T1 cytokine effector	S100A4
0.316838084	6.39E-165	8: T1 cytokine effector	WDR1
0.295094026	1.33E-164	8: T1 cytokine effector	UBE2N
0.280353765	9.23E-163	8: T1 cytokine effector	CYTH1
0.301198133	2.58E-160	8: T1 cytokine effector	TANK
0.370758097	1.62E-159	8: T1 cytokine effector	PIM2
0.279666687	6.60E-159	8: T1 cytokine effector	JPT1
0.34241651	8.80E-159	8: T1 cytokine effector	CORO1B
0.282949434	1.36E-158	8: T1 cytokine effector	C1GALT1
0.296834121	2.14E-158	8: T1 cytokine effector	WIPF1
0.262167974	3.50E-158	8: T1 cytokine effector	SEPT1
0.254174169	7.01E-158	8: T1 cytokine effector	XAF1
0.256894012	6.11E-157	8: T1 cytokine effector	FTH1
0.278879806	2.59E-155	8: T1 cytokine effector	NFATC2
0.301695776	4.60E-155	8: T1 cytokine effector	FAM107B
0.250922477	1.64E-153	8: T1 cytokine effector	ASNA1
0.333799435	3.99E-153	8: T1 cytokine effector	RNF19A
0.293976015	4.37E-150	8: T1 cytokine effector	RILPL2
0.357180749	2.38E-149	8: T1 cytokine effector	ITM2A
0.268714975	3.82E-149	8: T1 cytokine effector	NCKAP1L
0.287266422	7.96E-149	8: T1 cytokine effector	LY6E
0.316347914	1.00E-146	8: T1 cytokine effector	RIPOR2
0.272893406	3.99E-146	8: T1 cytokine effector	ATP2B4
0.265344421	8.15E-146	8: T1 cytokine effector	ETHE1
0.273181482	2.93E-145	8: T1 cytokine effector	PHTF2
0.303886657	1.93E-144	8: T1 cytokine effector	SAMHD1
0.269458393	1.55E-142	8: T1 cytokine effector	TRAF3IP3
0.335443097	2.78E-142	8: T1 cytokine effector	NFKBIZ
0.309864359	5.94E-142	8: T1 cytokine effector	SIT1
0.267074197	1.16E-141	8: T1 cytokine effector	PPP1R18
0.301592346	2.97E-141	8: T1 cytokine effector	SLA
0.27055002	2.19E-140	8: T1 cytokine effector	PSMB3
0.253507717	6.06E-139	8: T1 cytokine effector	COX5A
0.264557229	2.29E-138	8: T1 cytokine effector	SEM1
0.266245663	3.90E-137	8: T1 cytokine effector	PAG1
0.267725675	7.47E-137	8: T1 cytokine effector	GPR171
0.280866922	9.30E-137	8: T1 cytokine effector	TRAT1
0.28640346	4.78E-136	8: T1 cytokine effector	TXN
0.269140574	4.84E-136	8: T1 cytokine effector	HNRNPLL
0.267820342	3.79E-135	8: T1 cytokine effector	CHMP2A
0.266269696	1.58E-134	8: T1 cytokine effector	VDAC1
0.263745246	3.86E-134	8: T1 cytokine effector	IL27RA
0.256146959	6.36E-132	8: T1 cytokine effector	FBXW5
0.296806727	1.12E-130	8: T1 cytokine effector	ISG20
0.256871965	1.74E-130	8: T1 cytokine effector	SEPT9
0.263250778	3.30E-130	8: T1 cytokine effector	PSMB2
0.27190056	8.11E-129	8: T1 cytokine effector	GYPC
0.318886122	8.17E-126	8: T1 cytokine effector	ASB2
0.26106353	8.55E-126	8: T1 cytokine effector	SLC9A3R1
0.27591763	1.68E-125	8: T1 cytokine effector	YWHAH
0.342486317	2.76E-125	8: T1 cytokine effector	BHLHE40
0.256154672	3.18E-125	8: T1 cytokine effector	COPZ1
0.291672892	1.25E-124	8: T1 cytokine effector	SASH3
0.264971959	3.17E-124	8: T1 cytokine effector	SRGN
0.295659136	2.51E-123	8: T1 cytokine effector	MGAT4A
0.289187019	9.35E-123	8: T1 cytokine effector	BST2
0.250067901	1.54E-122	8: T1 cytokine effector	RBCK1
0.272238272	1.00E-116	8: T1 cytokine effector	CTSC
0.397758419	4.55E-115	8: T1 cytokine effector	KLF2
0.291056761	8.14E-114	8: T1 cytokine effector	PTPN7
0.283856221	1.29E-113	8: T1 cytokine effector	SELPLG
0.266193391	3.73E-110	8: T1 cytokine effector	PRDX1
0.263527626	1.36E-109	8: T1 cytokine effector	SLFN5
